"Story","Title","Result","Date","Stability","Duration (s)"
"Assign Product Rating","Assign Product Rating As Registered User","FAILURE","2022-11-02T22:09:34.3382535+07:00[Asia/Jakarta]","0.0","19.98"
"Create Comment for Product","Create Product Comment with invalid ID and empty form","FAILURE","2022-11-02T22:09:57.6545852+07:00[Asia/Jakarta]","0.0","1.41"
