"Story","Title","Result","Date","Stability","Duration (s)"
"Register","Register with new data","SUCCESS","2022-11-03T21:31:44.6979284+07:00[Asia/Jakarta]","0.0","7.1"
"Register","Register","SUCCESS","2022-11-03T21:31:51.8849537+07:00[Asia/Jakarta]","0.0","13.1"
